,index,title,caption,combined_caption_title,Label
2698,2699,"The Bachelor' finale rankings: Is Nikki Ferrell, Clare Crawley with Juan Pablo ...",,,0
2699,2700,"THE BACHELOR FINALE RECAP FOR MARCH 10, 2014",,,0
2700,2701,The Bachelor' finale recap: Juan Pablo chooses Nikki,,,0
2701,2702,The Bachelor' finale recap: The red flags wave for Clare and Nikki,,,0
2702,2703,The Bachelor' finale recap: Who did Juan Pablo Galavis choose? (Spoilers),,,0
2703,2704,"The Bachelor Finale Results 2014 - Live Recap, Spoilers Tonight for The Final ...",,,0
2704,2705,"The Bachelor' finale review: Did Juan Pablo Galavis pick Nikki Ferrell, and did ...",,,0
2705,2706,The Bachelor' Finale Sneak Peek: Who Will Juan Pablo Choose?,,,0
2706,2707,The Bachelor Finale Spoiler: Who Will Juan Pablo Pick?,,,0
2707,2708,The Bachelor' finale with KC's Nikki Ferrell is Monday,,,0
2708,2709,The Bachelor' finale: A look back at Juan Pablo Galavis - Clare Crawley argument,,,0
2709,2710,The Bachelor Finale: And the Final Rose Goes To...,,,0
2710,2711,"The Bachelor' finale: Catherine Giudici, Sean Lowe talk Juan Pablo Galavis",,,0
2711,2712,The Bachelor' finale: Juan Pablo Galavis has 2 finalists left: 5 facts,,,0
2712,2713,The Bachelor' Finale: Juan Pablo Galavis Makes a Shocking Final Decision,,,0
2713,2714,The Bachelor Finale: Juan Pablo Picks Between Nikki and Clare,,,0
2714,2715,"The Bachelor' finale: Nikki Ferrell or Clare Crawley, who does Juan Pablo ...",,,0
2715,2716,"The Bachelor' finale: Rumors on Juan Pablo Galavis, Sean Lowe, Catherine ...",,,0
2716,2717,The Bachelor' Finale: See Pics Of Juan Pablo's Shocking Choice,,,0
2717,2718,The Bachelor Finale: Who Did Juan Pablo Choose?,,,0
2718,2719,The Bachelor Finale: Who Should Juan Pablo Choose?,,,0
2719,2720,The Bachelor FINALEÃ¢â¬â HUGE SURPRISE / MANY GROANS,,,0
2720,2721,The Bachelor Has Spoken Ã¢â¬â Did Juan Pablo Pick the Right Woman?,,,0
2721,2722,The Bachelor' host Chris Harrison unsure if gay 'Bachelor' would be a 'good ...,,,0
2722,2723,The Bachelor' Host Chris Harrison: Gay Bachelor Probably Not Good For Business,,,0
2723,2724,The Bachelor host Chris Harrison: No chubby Bachelors,,,0
2724,2725,The Bachelor Host Unsure Of Gay Edition Potential: 'Is It A Good Business ...,,,0
2725,2726,The Bachelor Juan Pablo 2014 Spoilers: Finale Recap Ã¢â¬â The Winner IsÃ¢â¬Â¦,,,0
2726,2727,The Bachelor' Juan Pablo Galavis Looks Like A Jackass Ã¢â¬Â¦ Again,,,0
2727,2728,The Bachelor' Juan Pablo naked pictures? Nikki Ferrell has the nude photos,,,0
2728,2729,The Bachelor' Juan Pablo Spoilers: Clare Crawley 'Lost in the Moment' When ...,,,0
2729,2730,"The Bachelor' Juan Pablo Spoilers: Galavis' Mom Talks 'Very Rude' Son, Star ...",,,0
2730,2731,the bachelor juan pablo.jpg,,,0
2731,2732,"The Bachelor' recap: Juan Pablo makes his choice in awkward, unprecedented ...",,,0
2732,2733,The Bachelor' reunion: Chris Harrison won't accept that Nikki and Juan Pablo ...,,,0
2733,2734,The Bachelor' Review: The most cringe-worthy finale ever,,,0
2734,2735,The Bachelor Review: Who Does Juan Pablo Like A Lot?,,,0
2735,2736,"The Bachelor' Roundup: Juan Pablo Defends R-Word Joke, Rumored as the ...",,,0
2736,2737,The Bachelor' Season 18 (2014) Controversy: Juan Pablo is Broke? Only Wants ...,,,0
2737,2738,The Bachelor' Season 18 (2014) Finale (Episode 11) Spoilers: Nikki Ferrell Vs ...,,,0
2738,2739,The Bachelor' Season 18 (2014) Finale (Episode 11): Who is the Winner? Next ...,,,0
2739,2740,The Bachelor' Season 18 (2014) Finale and 'ATFR' Spoilers: Are they Still ...,,,0
2740,2741,The Bachelor' Season 18 (2014) Spoilers: Was the Real Drama Edited From ...,,,0
2741,2742,The Bachelor' Season 18 Finale Live Stream: Winner is Nikki Ferrell - Results ...,,,0
2742,2743,The Bachelor' Season 18 Finale Online: Watch Juan Pablo Pick Nikki Or Clare ...,,,0
2743,2744,"The Bachelor' Season 18 Finale Recap: 2 Girls, 1 Boat and 1 Likely Failed ...",,,0
2744,2745,"The Bachelor' Season 18 Finale Recap: Juan Pablo Picks Nikki Ferrell, But He ...",,,0
2745,2746,The Bachelor' Season 18 Finale Spoilers: Who Will Juan Pablo Galavis Choose ...,,,0
2746,2747,The Bachelor' Season 18 Finale: Juan Pablo Galavis Picks Nikki Ferrell; Was It ...,,,0
2747,2748,The Bachelor' Season 18 Spoilers: Is Juan Pablo Galavis The Worst Bachelor ...,,,0
2748,2749,"The Bachelor Season 18, Episode 10: The Women Tell All, Juan Pablo 'Loves ...",,,0
2749,2750,The Bachelor Season Finale Promo: The Perfect Fairy Tale Ending?,,,0
2750,2751,The Bachelor' season finale recap: Bait and Ditch,,,0
2751,2752,The Bachelor' Season Finale Recap: How Badly Did Juan Pablo Screw Up?,,,0
2752,2753,The Bachelor' season finale: Live updates during the show,,,0
2753,2754,"The Bachelor' spoilers Catherine, Sean Lowe talk love on 'After the Final Rose'",,,0
2754,2755,"The Bachelor' spoilers: 3 rumors to choose from, who will win? (video)",,,0
2755,2756,The Bachelor Spoilers: Are Juan Pablo and [Winner] Even Together?,,,0
2756,2757,The Bachelor' star Juan Pablo Galavis and his final bachelorette reportedly ...,,,0
2757,2758,The Bachelor' star Juan Pablo Galavis gives his final rose to Nikki Ferrell -- but ...,,,0
2758,2759,The Bachelor' Star Juan Pablo Galavis is Broke: Is That Why Nikki Ferrell ...,,,0
2759,2760,"The Bachelor' star Juan Pablo Galavis reportedly aiming to become ""a full-blown ...",,,0
2760,2761,"The Bachelor' star Juan Pablo Galavis retweets ""retard"" joke and defends it ...",,,0
2761,2762,The Bachelor' Star Renee Oteri Engaged And Moving To Seattle!,,,0
2762,2763,The Bachelor' star re-tweets offensive joke and fans blast him for insensitivity,,,0
2763,2764,THE BACHELOR THE THREE-HOUR LIVE SEASON FINALE,,,0
2764,2765,"The Bachelor' Winner Spoilers: Juan Pablo Picks Nikki, But Do They Stay ...",,,0
2765,2766,"The Bachelor' Winner Spoilers: Who Does Juan Pablo Choose, and Do They ...",,,0
2766,2767,The Bachelor' Winner: Who Does Juan Pablo Galavis Choose?,,,0
2767,2768,The Bachelor: After The Final Rose' Gets Heated,,,0
2768,2769,The Bachelor: After the Final Rose' Recap: Is the Couple Still Together?,,,0
2769,2770,The Bachelor: After the Final Rose' review: Chris Harrison vs. Juan Pablo ...,,,0
2770,2771,The Bachelor': And the final rose goes to ...,,,0
2771,2772,The Bachelor: Does Juan Pablo Galavis Propose?,,,0
2772,2773,The Bachelor: finale: Who will Juan Pablo choose?,,,0
2773,2774,"The Bachelor': Is Juan Pablo broke, being paid to propose? still close with ex?",,,0
2774,2775,The Bachelor: Juan Pablo Galavis Delivers a Shocking Finale,,,0
2775,2776,The Bachelor': Juan Pablo Galavis' Final Choice Revealed,,,0
2776,2777,"The Bachelor: Renee Oteri Fiance Revealed, Debuts Engagement Ring!",,,0
2777,2778,The Bachelor': The mujeres yell all,,,0
2778,2779,The Bachelor': Was Juan Pablo Galavis a good choice for ABC?,,,0
2779,2780,The Bachelor': Worst hunk? Bad ending?,,,0
2780,2781,The Bachelor's Chris Harrison: Juan Pablo Can Be His Own Worst Enemy,,,0
2781,2782,The Bachelor's Juan Pablo Galavis Continues To Set A Good Example For His ...,,,0
2782,2783,The Best of Lena Dunham on 'SNL',,,0
2783,2784,The Best Part Of The 'True Detective' Finale Was A 15-Minute Game Of Cat And ...,,,0
2784,2785,The Best RVA Craft Beers for St. Patrick's Day,,,0
2785,2786,The Business of St. Patrick's Day in America & Ireland,,,0
2786,2787,The colossal South by Southwest Music Festival,,,0
2787,2788,The Critics Have Their Say On Lena Dunham Hosting 'Saturday Night Live',,,0
2788,2789,The Current State of 'Real Housewife' Affairs,,,0
2789,2790,The CW Releases First Full-Body Costume Photo of 'The Flash',,,0
2790,2791,The CW's 'Flash' TV Series Reveals Full Costume,,,0
2791,2792,The CW's THE FLASH Adds Another Comic Book Character To Cast,,,0
2792,2793,The CW's 'The Flash' Full Suit Revealed,,,0
2793,2794,The CW's The Flash: Here's Your First Look at Grant Gustin in Full Costume ...,,,0
2794,2795,The Disappointing Finale of Ã¢â¬ÅTrue DetectiveÃ¢â¬Â,,,0
2795,2796,"The Dish: ""No Biebs for you!""",,,0
2796,2797,The Early Word on Jon Favreau's New Film Chef,,,1
2797,2798,The Evolution Of The SXSW Music Festival,,,0
2798,2799,The facts about getting back together with your ex,,,0
2799,2800,The First Episode of OWN's Lindsay Had Baggage,,,0
2800,2801,The First Episode of OWN's Lindsay Was Full of Baggage,,,0
2801,2802,The First Look At The Full Costume From The CW's 'The Flash',,,0
2802,2803,"The First 'Noah' Reactions Are in, and They're Pretty Positive",,,0
2803,2804,The First Trailer for Gotham Is Here!,,,0
2804,2805,The five best ways to celebrate St Patrick's Day if you can't afford to go to Ireland,,,0
2805,2806,The five buzzwords needed to fit in at SXSW Interactive,,,0
2806,2807,The Flash Costume Redesigned for New CW Series,,,0
2807,2808,The Flash Costume Revealed For Upcoming Arrow Spin-Off,,,0
2808,2809,The Flash Costume Revealed in All its Crimefighting Glory,,,0
2809,2810,The Flash' Costume Revealed: DC Comics Release First Image Of Grant Gustin ...,,,0
2810,2811,The Flash' Costume: See Grant Gustin's Full Outfit Ready for CW Super Speed!,,,0
2811,2812,The Flash Costume's Finally Been Revealed in All Its Crimson and Gold Glory,,,0
2812,2813,The Flash' CW Pilot: First Full-Body Costume For Grant Gustin as Barry Allen ...,,,1
2813,2814,The Flash' CW Series Full Costume Revealed! Check Out The Scarlet Speedster ...,,,0
2814,2815,The Flash' first full body costume photo,,,0
2815,2816,The Flash' first look: Grant Gustin shows off full Flash costume,,,0
2816,2817,The Flash in a spectacular car crash!,,,0
2817,2818,The Flash in Full: First Look!,,,0
2818,2819,The Flash' photo: First look at the full Flash costume,,,0
2819,2820,The Flash' suit revealed for CW superhero reboot,,,0
2820,2821,The Flash TV series casts Godzilla actor,,,0
2821,2822,The Flash': First full costume photo of Grant Gustin,,,0
2822,2823,The Flash: Full Costume Revealed in New Image,,,1
2823,2824,The Flash: Grant Gustin in Full Flash Costume,,,0
2824,2825,The Flash: Grant Gustin's full costume as DC hero revealed,,,1
2825,2826,The Flash: Grant Gustin's Full Costume As Hero Revealed,,,1
2826,2827,The Flash: Grant Gustin's Full Costume Revealed,,,0
2827,2828,The Flash': See Grant Gustin's Full Superhero Suit!,,,0
2828,2829,The Flash's Full Costume Revealed!,,,0
2829,2830,The Flash's' Full Suit Revealed (PHOTO),,,0
2830,2831,The Flash's TV Costume Looks Built For Speed,,,0
2831,2832,The Full 'Flash' Costume Has Been Revealed,,,0
2832,2833,The Grim Face of Female Sexuality on <i>True Detective</i>,,,0
2833,2834,The Guide To Making SXSW Fun (For Everybody),,,0
2834,2835,The Hottest Stories Right Now!,,,0
2835,2836,The Justin Bieber Video Deposition - Really?,,,0
2836,2837,The Latest: Ellison wins Minnesota attorney general primary,10:10 p.m. U.S. Rep. Keith Ellison has won Minnesota's Democratic primary for attorney general.,The Latest: Ellison wins Minnesota attorney general primary.10:10 p.m. U.S. Rep. Keith Ellison has won Minnesota's Democratic primary for attorney general.,0
2837,2838,The Latest: Leah Vukmir wins Wisconsin GOP Senate primary,10:40 p.m. A Wisconsin state senator and close ally to Gov.,The Latest: Leah Vukmir wins Wisconsin GOP Senate primary.10:40 p.m. A Wisconsin state senator and close ally to Gov.,0
2838,2839,The Latest: Radinovich wins Minnesota Democrat House primary,11:20 p.m. Former state Rep. Joe Radinovich has won a crowded Democratic primary to replace retiring U.S. Rep.,The Latest: Radinovich wins Minnesota Democrat House primary.11:20 p.m. Former state Rep. Joe Radinovich has won a crowded Democratic primary to replace retiring U.S. Rep.,0
2839,2840,The Latest: Stefanowski wins GOP Connecticut governor nod,10:55 p.m.,The Latest: Stefanowski wins GOP Connecticut governor nod.10:55 p.m.,0
2840,2841,"The Law Society have said that peopleÃÂ¢Ã¢âÂ¬Ã¢âÂ¢s final wishes should be recognised, even when a valid will is not provided! Do you agree? | #Law #Legal #SolicitorHour #ManchesterHour #LancashireHour http:// ow.ly/Uqfp30gtaN6",,"The Law Society have said that peopleÃÂ¢Ã¢âÂ¬Ã¢âÂ¢s final wishes should be recognised, even when a valid will is not provided! Do you agree? | #Law #Legal #SolicitorHour #ManchesterHour #LancashireHour http:// ow.ly/Uqfp30gtaN6",0
2841,2842,The 'least biblical film about Noah ever made' faces a deluge of criticism from ...,,,0
2842,2843,The Lindsay Lohan Documentary Series Produced By Oprah Winfrey: A Preview,,,0
2843,2844,The Mark Company Delivers New Strength in Los Angeles Market,,The Mark Company Delivers New Strength in Los Angeles Market,0
2844,2845,"The money is in Country: Taylor Swift, Kenny Chesney top earners' list",,,0
2845,2846,"The Morning Links for March 10, 2014",,,0
2846,2847,The Most Controversial Essay We've Ever Published...,,,0
2847,2848,The Most Horrifying Things We Saw in 'True Detective',,,0
2848,2849,The New Game Of Thrones Season 4 Trailer SLAYS Ã¢â¬â And It's Chock-Full Of ...,,,1
2849,2850,The New Noah Trailer Is Downright Scary,,,1
2850,2851,The New Rules of South By Southwest,,,0
2851,2852,The next Australian invasion: SXSW 2014,,,0
2852,2853,The one that got away! George Clooney's ex Stacy Keibler secretly marries ...,,,0
2853,2854,The Only Thing Worse Than Juan Pablo Is A Chubby 'Bachelor!',,,0
2854,2855,The other B-word,,,0
2855,2856,The Real Housewives of New York City Review: Even Psychotics Get Second ...,,,0
2856,2857,The Real Housewives of New York City' Season 6 Premiere Recap: Ride the ...,,,0
2857,2858,The Real Housewives of New York City': 7 Things to Know about New ...,,,1
2858,2859,The Real Housewives of Orange County' Returns for a Juicy Ninth Season ...,,,0
2859,2860,The Real Housewives of Orange County Season 9 Cast Pic: Meet the Newbies!,,,0
2860,2861,The Real Housewives of Orange County' Season 9 to Premiere in April,,,0
2861,2862,The Real Housewives of Orange County Season 9: First Cast Pic!,,,0
2862,2863,The Really Desperate Housewives,,,0
2863,2864,The rise of professional CEOs,"Chandrasekaran vary and so do their skills, which do not overlap. This could create an ideal situation of a complementary management of the group.","The rise of professional CEOs.Chandrasekaran vary and so do their skills, which do not overlap. This could create an ideal situation of a complementary management of the group.",0
2864,2865,The Rolling Stones' Keith Richards Will Write Children's Picture Book,,,0
2865,2866,The Screwball Indie Murder Mystery You Always Wanted,,,0
2866,2867,The Season Finale of The Bachelor Means No More Juan Pablo Commercials,,,0
2867,2868,The Shortlist for March 10,,,0
2868,2869,The story of how Ikea was assembled in India,"IkeaÃÂ¢Ã¢âÂ¬Ã¢âÂ¢s first store in Hyderabad is a few months away. Land has been bought in Gurgaon, Bengaluru and Mumbai but retail stores will not come up before 2019.","The story of how Ikea was assembled in India.IkeaÃÂ¢Ã¢âÂ¬Ã¢âÂ¢s first store in Hyderabad is a few months away. Land has been bought in Gurgaon, Bengaluru and Mumbai but retail stores will not come up before 2019.",0
2869,2870,"The SXSW 2014 Bands You Need to Hear, AZ",,,0
2870,2871,"The Talk on Justin Bieber's Deposition Attitude, Beau Bridges Kiss on 'The ...",,,0
2871,2872,The things they say:,,,0
2872,2873,"The train wreck, brought to life",,,0
2873,2874,"The True Detective FAQ: The Finale's Biggest Questions, Answered",,,0
2874,2875,The True Detective finale: The journey was better than its disappointing destination,,,0
2875,2876,The Unreleased Film Noah is Already Banned!,,,0
2876,2877,The videos of Selena Gomez that Justin Bieber didn't want you to see. Or did he?,,,0
2877,2878,The View' Debates Whether Lena Dunham Is a Comedian After Controversial ...,,,0
2878,2879,The Voice - Blind Auditions part 5,,,0
2879,2880,"The Voice' 2014 recap: 'Crazy' for Cierra Mickens, Josh Kaufman",,,0
2880,2881,The Voice 2014 Season 6 Live Recap: Blind Auditions Round 5 (VIDEO),,,0
2881,2882,The Voice 2014 Season 6 Spoilers: Week 3 Blind Auditions Sneak Peek (VIDEO),,,0
2882,2883,The Voice' 2014 spoilers: True blind auditions are scary for viewers (video),,,0
2883,2884,The Voice Blind Auditions #5 - Live blog,,,0
2884,2885,The Voice Blind Auditions Get Seriously (and Outrageously) Talented!,,,0
2885,2886,"The Voice' gains one singer, loses one from St. Louis",,,0
2886,2887,The Voice RECAP 3/10/14: Season 6 Episode 5 Ã¢â¬ÅThe Blind Auditions Continue ...,,,0
2887,2888,The Voice' Recap: Adam Wins Blind Auditions' Best Contestant,,,0
2888,2889,The Voice' Recap: Blind auditions continue,,,0
2889,2890,The Voice' Recap: Coaches Get Picky as Blinds Auditions Near the End,,,0
2890,2891,The Voice recap: Final blind auditions,,,0
2891,2892,The Voice Recap: Nanny Kat Perkins Embarks on Solo Career (3/10/14),,,0
2892,2893,The Voice' Recap: Shakira's 'She-Wolf' Strategies On Show As Blind Auditions ...,,,0
2893,2894,The Voice' Recap: Teams Even Out on Blind Auditions Night 5,,,0
2894,2895,The Voice' Recap: The Coaches Get Extra Picky as They 'Wait for Great',,,1
2895,2896,The Voice' Recap: Things Get 'Crazy' As Blind Auditions Continue,,,0
2896,2897,"The Voice Results Tonight - Blind Auditions Recap, More Singers Join Teams",,,0
2897,2898,"The Voice' Season 6 Blind Auditions, Pt. 5: Waiting for Great",,,0
2898,2899,The Voice Season 6 Episode 5 Blind Auditions,,,0
2899,2900,The Voice Season 6 Episode 5 Recap: Give it One More Try!,,,0
2900,2901,The Voice Season 6 Recap and Videos March 10 Episode Ã¢â¬â Live Blog,,,0
2901,2902,"The Voice' Season 6, Blind Auditions Part 5 Recap: The competition gets ...",,,0
2902,2903,"The Voice' Season 6, Episode 5: 'The Blind Auditions Continue'",,,0
2903,2904,"The Voice' Season 6, episode 5: The final week of blind auditions begins and ...",,,0
2904,2905,The Voice USA 2014 Recap: Night 5 Blind Auditions (VIDEO),,,0
2905,2906,The Voice' USA 2014 Recap: Shakira Turns Out to be Biggest Loser in Final ...,,,0
2906,2907,"The Voice' USA 2014: Adam, Blake Expected to Expand Their Teams; Where to ...",,,0
2907,2908,"The Voice: Barf Noises, Bieber Cards, And Another Night Of Blinds Are In The Bag",,,0
2908,2909,The Voice: Blake Shelton and Adam Levine Fight for the Best Singers,,,0
2909,2910,The Voice: Coaches Get Choosy as Blind Auditions Near Their End,,,0
2910,2911,The Voice': Rihanna's Former Opener Auditions,,,0
2911,2912,The Week Ahead In Music: All My Rowdy Friends Are At SXSW,,,0
2912,2913,The World is Falling Apart in the 3rd Trailer for Game of Thrones Season 4,,,0
2913,2914,The World Is Getting It Wrong! George Zimmerman Was The Guest Of Honor ...,,,0
2914,2915,"TheBachelor' star Juan Pablo Galavis reportedly wants to become ""a full-blown ...",,,0
2915,2916,TheMusic.com.au Is Headed To SXSW Again,,,0
2916,2917,"Theo James and Shailene Woodley, 'Divergent' Cast Reveals Exclusive Movie ...",,,0
2917,2918,"Theo James and Shailene Woodley, 'Divergent' Cast Talks Women and Love in ...",,,0
2918,2919,There Really Was A Monster At The End Of The True Detective Finale Dream ...,,,0
2919,2920,"There's Always Been Sex, Drugs And Rock And Roll': Kylie Minogue Comes To ...",,,0
2920,2921,There's More To Newlywed Stacy Keibler Than Being George Clooney's Ex,,,0
2921,2922,These Girls Want You to Stop Calling Them the 'B-Word' (VIDEO),,,0
2922,2923,Things We Learned from Lindsay Lohan's OWN Docu-series Debut,,,0
2923,2924,Third 'Game Of Thrones' Season Four Trailer Debuts,,,0
2924,2925,Third Game of Thrones trailer released,,,0
2925,2926,Third Game of Thrones: Season 4 Trailer,,,0
2926,2927,This Image of George Zimmerman Signing Autographs Is Everything That's ...,,,0
2927,2928,This Is Not What I Signed Up For!' Lindsay Lohan's Diva Side Flares Up On New ...,,,0
2928,2929,This TV trend makes me want to throw up,,,0
2929,2930,Three Arab countries ban new 'Noah' film before release,,,1
2930,2931,Three Arab Countries Ban 'Noah' Film,,,0
2931,2932,TMZ Releases Justin Bieber Video Deposition,,,0
2932,2933,"To SXSW and Back: Austin, at last",,,0
2933,2934,"Tonight on TV: 'Once Upon a Time' Returns, 'Resurrection' and Lindsay Lohan ...",,,0
2934,2935,Tonight's TV picks: Who will 'Bachelor' choose?,,,0
2935,2936,Tonight's TV picks: Will 'Bachelor' end in fireworks?,,,0
2936,2937,Too Nude? Lena Gets Naked On 'SNL',,,0
2937,2938,"Took time to convince regulatory authorities of our business model: Dharmil Sheth, Pharmeasy","""We had to create a platform that could represent the smaller community and discuss with the government how this model would impact the industry.""","Took time to convince regulatory authorities of our business model: Dharmil Sheth, Pharmeasy.""We had to create a platform that could represent the smaller community and discuss with the government how this model would impact the industry.""",0
2938,2939,Top 5 ways to celebrate St. Patrick's with Irish flare,,,0
2939,2940,Top Disney executive Anne Sweeney leaving post to become TV director,,,1
2940,2941,Top Disney TV exec Anne Sweeney leaving to direct TV,,,1
2941,2942,Top Disney TV executive Sweeney leaving company to direct TV shows,,,1
2942,2943,Top Disney TV executive Sweeney leaving company to direct TV shows | The ...,,,1
2943,2944,Top Entertainment Stories,,,0
2944,2945,Top Executive Anne Sweeney To Leave Disney To Become A TV Director,,,1
2945,2946,Traders at SXSW resurrect Polaroid film for smartphones,,,0
2946,2947,Transcript columnist Baker helps bring Young's PonoMusic to market,,,0
2947,2948,"Trending, Bro: First Clip from Jon Favreau's Indie 'Chef'",,,0
2948,2949,True Detective' Creator Nic Pizzolatto Reveals Alternate Endings & Shares ...,,,0
2949,2950,True Detective' Creator Nic Pizzolatto Teases Saga Of Rust & Martin Could ...,,,0
2950,2951,True Detective Creator Says Season 2 Will Stay Strange,,,0
2951,2952,True Detective creator talks season 2!,,,0
2952,2953,True Detective' Director Cary Fukunaga on Rustin Cohle's Final Scene,,,0
2953,2954,True Detective' director Cary Fukunaga with Matthew McConaughey.,,,1
2954,2955,True Detective Director Promises to Keep It Strange in Season 2,,,1
2955,2956,True Detective Does Have a Woman Problem. That's Partly Why People Love It.,,,0
2956,2957,True Detective' ends first season on ratings high note,,,0
2957,2958,"True Detective' ends on a series high, 'Cosmos' gains audience from cable",,,0
2958,2959,True Detective' ends season with ratings high,,,0
2959,2960,True Detective episode 3 recap: 'The Locked Room',,,0
2960,2961,"True Detective FAQ: The Finale's Biggest Questions, Answered",,,0
2961,2962,True Detective Finale and Season Review,,,0
2962,2963,"True Detective Finale Brings HBO GO To Its Knees, Fans Overwhelm Server",,,0
2963,2964,True Detective' finale busts HBO Go,,,0
2964,2965,True Detective' Finale Closes with Series High,,,0
2965,2966,True Detective Finale Crashes HBO GO,,,0
2966,2967,True Detective' Finale Crashes HBO Go,,,0
2967,2968,True Detective finale CRASHES HBO GO due to 'overwhelming demand',,,0
2968,2969,True Detective' finale crashes HBO Go streaming service,,,0
2969,2970,"True Detective' finale crashes HBO Go, hits season-high ratings on TV",,,0
2970,2971,"True Detective' finale draws 3.5 million viewers, thousands of tweets",,,0
2971,2972,True Detective' finale failed to live up to the show's dark existential standard,,,0
2972,2973,True Detective' finale leaves fans gushing despite lingering mysteries,,,0
2973,2974,"True Detective' Finale Posts Record Ratings for HBO, Creator Dishes on Season 2",,,0
2974,2975,"True Detective Finale Ratings Soar, Streaming Crashes HBO Go and Season 2 ...",,,0
2975,2976,"True Detective' finale review: Truth, justice, and the satisfying surprise of a ...",,,0
2976,2977,True Detective finale swamps HBO GO,,,0
2977,2978,True Detective' Finale! The Plot Twist We Never Saw Coming,,,0
2978,2979,True Detective' Finale: 5 Moments We Didn't See Coming,,,0
2979,2980,True Detective Finale: A Happy Ending?,,,0
2980,2981,True Detective Finale: Form And Void And Scented Meat,,,0
2981,2982,"True Detective' finale: Fun to watch, hard to follow and HBO Go-killer",,,0
2982,2983,True Detective finale: The universe turns out to be more than just a flat circle,,,0
2983,2984,True Detective' finale: Was HBO Go a no-go?,,,0
2984,2985,True Detective' Hits Series High in Finale,,,0
2985,2986,"True Detective' is, finally, a tale of male friendship",,,0
2986,2987,True Detective' Now Holds Record for the Most-watched HBO New Series Since ...,,,0
2987,2988,"True Detective' post-mortem: Creator Nic Pizzolatto on happy endings, season 2 ...",,,0
2988,2989,True Detective' season 1 finale: Went out with a crash for millions on HBOGo,,,0
2989,2990,"True Detective Season 2 Spoilers: More Women, Bad Men, and the ""Occult ...",,,0
2990,2991,"True Detective Season 2 Will Be About Ã¢â¬ÅHard Women, Bad Men And The Secret ...",,,0
2991,2992,True Detective' season 2: Cast member dream teams,,,0
2992,2993,"True Detective' season 2: 'Hard women, bad men,' according to creator",,,0
2993,2994,True Detective' season 2; Miley Cyrus wardrobe malfunction; 'Raising Hope ...,,,0
2994,2995,True Detective Season Finale Brings HBO Go to its Knees,,,0
2995,2996,True Detective' season finale recap: The light wins,,,0
2996,2997,"True Detective Season Finale Review: Ã¢â¬ÅForm And VoidÃ¢â¬Â (Season 1, Episode 8)",,,0
2997,2998,True Detective Season Finale Review: The World Needs Good Men,,,0
2998,2999,True Detective' Season Finale: 5 shows to watch now that we've found the ...,,,0
2999,3000,True Detective season finale: A tidy conclusion that keeps us Ã¢â¬â and its stars Ã¢â¬â in ...,,,0
3000,3001,True Detective' season finale: What happened? -- SPOILERS,,,0
3001,3002,True Detective' Season One Finale: Light Above Darkness,,,0
3002,3003,True Detective' Series Creator Discloses Season 2 Details,,,0
3003,3004,"True Detective' series finale: Saying goodbye to Rust, Marty and the Yellow King",,,0
3004,3005,True Detective' Unearths Record HBO Ratings In Ã¢â¬Â¦,,,0
3005,3006,True Detective was HBO's most-watched freshman finale since Six Feet Under ...,,,0
3006,3007,"True Detective' Was Ultimately About the Journey, Not the Finale",,,0
3007,3008,TRUE DETECTIVE: Matthew McConaughey's Emmy Worthy Performance ...,,,0
3008,3009,True Detective': Memorable Moments From The Season 1 Finale,,,0
3009,3010,True Detective': Where Things Stand with Season 2,,,0
3010,3011,True Detective's Carcosa: The Creepiest Set Design In TV History?,,,0
3011,3012,"True Detective's' Cohle and Hart Hopefully Will Reunite Down the Road, Some ...",,,0
3012,3013,"True Detective's' predictable, simplistic finale",,,0
3013,3014,TV highlights for March 10: 'The Bachelor' has a three-hour season finale,,,0
3014,3015,TV Monday: Sob stories weigh down The Voice,,,1
3015,3016,TV Monday: The Voice muffled by needless sob stories (with video),,,0
3016,3017,TV Ratings: OWN's Lindsay Lohan Reality Show Gets a So-So Start,,,0
3017,3018,TV Ratings: 'True Detective' Finale Scores Series High,,,0
3018,3019,TV Review: 'Lindsay',,,0
3019,3020,TV Review: 'True Detective' season finale 'Form and Void',,,0
3020,3021,"TV Talk Shows: Wednesday, March 12",,,0
3021,3022,TV Trailer: 'Game Of Thrones' Season 4,,,0
3022,3023,TV: First Image of Grant Gustin as 'The Flash' in Full Costume,,,1
3023,3024,Two Austin technology startups go far in SXSW business contest,,,0
3024,3025,Tyrion Lannister revealed as nation's favourite Game of Thrones character,,,0
3025,3026,Tyrion Lannister voted favourite Game Of Thrones character as new season 4 ...,,,1
3026,3027,U.S. Conference of Mayors Launches The Mayors & Business Leaders Center for Inclusive and Compassionate Cities,,U.S. Conference of Mayors Launches The Mayors & Business Leaders Center for Inclusive and Compassionate Cities,0
3027,3028,"Uh-Oh, LiLo! Lindsay Lohan's Reality Show Flops In The Ratings! Don't Believe ...",,,0
3028,3029,UK bookies slash odds on Prince Harry's engagement,,,0
3029,3030,Unpopular Juan Pablo picks Nikki and Clare bawls him out: 'The Bachelor' finale,,,0
3030,3031,UPDATE 2-Disney TV executive Sweeney to leave company in January,,,0
3031,3032,URL music festival SPF420 goes to SXSW,,,0
3032,3033,Usher Steps Out Smiling Despite Being Dissed By Justin Bieber (PHOTOS),,,0
3033,3034,UT student's Justin Bieber SXSW selfie goes viral,,,0
